date,race,rider,rank,team
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Dmitry_Sokolov,76,Lokosphinx_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Joao_Rodrigues,77,W52_FC_Porto_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Samuel_Caldeira,80,W52_FC_Porto_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),nuno_Meireles,81,Equipo_Bolivia_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Marvin_Orlando_Angarita,82,Equipo_Bolivia_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Ludvik_Holstad,85,Team_Sparebanken_Sor_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Aidis_Kruopis,72,Verandas_Willems_Crelan_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Andrea_Pasqualon,73,Wanty_Groupe_Gobert_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Guillaume_Boivin,74,Israel_Cycling_Academy _2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Tijmen_Eising,75,Metec_-_TKH_Continental_Cyclingteam_pb_Mantel_201
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Nicolas_Marini,76,Nippo_Vini_Fantini_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Giacomo_Berlato,77,Nippo_Vini_Fantini_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Sander_Armee,78,Lotto_Soudal_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Harry_Tanfield,79,BIKE_Channel_Canyon_2016
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Joris_Blokker,80,Monkey_Town_Continental_Team_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Patrick_Clausen,81,Riwal_Platform_Cycling_Team_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Andreas_Stokbro,82,Riwal_Platform_Cycling_Team_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Tyler_Williams,83,Israel_Cycling_Academy _2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Timothy_Dupont,84,Verandas_Willems_Crelan_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Justin_Timmermans,85,Baby_Dump_Cyclingteam_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Jonas_Rickaert,86,Sport_Vlaanderen_Baloise_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Valerio_Conti,11,UAE_Team_Emirates_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Gregor_Muhlberger,12,Bora_Hansgrohe_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Christoph_Pfingsten,13,Bora_Hansgrohe_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Julian_David_Arredondo,14,Nippo_Vini_Fantini_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Giovanni_Visconti,15,Bahrain_Merida_Pro_Cycling_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),nathan_Brown,16,Cannondale_Drapac_Pro_Cycling_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Jack_Haig,17,ORICA_Scott_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Sergey_Firsanov,18,Gazprom_RusVelo_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Damien_Howson,19,ORICA_Scott_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Silvio_Herklotz,20,Bora_Hansgrohe_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Javier_Moreno,21,Bahrain_Merida_Pro_Cycling_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Marco_Frapporti,22,Androni_Giocattoli_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),nairo_Quintana,23,Movistar_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Eros_Capecchi,24,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Ivan_Santaromita,25,Nippo_Vini_Fantini_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),nbcoureurs,39,all
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Danilo_napolitano,25,Wanty_Groupe_Gobert_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Timothy_Stevens,26,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Floris_Gerts,27,BMC_Racing_Team_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Alexey_Tsatevich,28,Gazprom_RusVelo_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Aidis_Kruopis,29,Verandas_Willems_Crelan_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Amund_Grondahl_Jansen,30,Team_LottoNL_Jumbo_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Romain_Cardis,31,Direct_Energie_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Berden_De_Vries,32,Roompot_Nederlandse_Loterijn_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Aaron_Gate,33,Aqua_Blue_Sport_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Fabien_Grellier,34,Direct_Energie_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Loic_Vliegen,35,BMC_Racing_Team_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Etienne_Van_Empel,36,Roompot_Nederlandse_Loterijn_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Anders_Skaarseth,37,Team_Joker_Icopal_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Miles_Scotson,38,BMC_Racing_Team_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Roy_Jans,39,WB_Veranclassic_Aqua_Protect_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Sindre_Eid_Hermansen,77,Team_FixIT.no_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Andreas_Jeppesen,78,Team_Veloconcept_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Pirmin_Lang,79,Team_Roth_Akros_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),_Loughlin,81,Team_Wiggins__2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),James_Knox,83,Team_Wiggins__2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Alexander_Krieger,84,Leopard_Pro_Cycling__2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Kim_Magnusson,85,Team_Tre_Postnord_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Torstein_Traeen,86,UnoX_Hydrogen_Development_Team_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Sondre_Kristiansen,87,UnoX_Hydrogen_Development_Team_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Torjus_Sleen,88,UnoX_Hydrogen_Development_Team_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Ludwig_Bengtsson,95,Team_Tre_Postnord_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Rui_Oliveira,81,Axeon_Hagens_Berman_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Petter_Theodorsen,82,Team_Sparebanken_Sor_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Andreas_Erland,83,Team_Sparebanken_Sor_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Hugo_Sancho,84,LA_Aluminios_Metalusa_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Rui_Miguel_Sousa_Barbosa,87,Radio_Popular_Boavista_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Joan_Ruiz,93,Burgos-BH__2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Sergio_Rodriguez,94,Equipo_Bolivia_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Antonio_Angulo,99,LA_Aluminios_Metalusa_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Raul_Castrillo,101,Burgos-BH__2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),nicolas_Baldo,54,HP_BTP_-_Auber93_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Jeremy_Cornu,55,Direct_Energie_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Stijn_Steels,57,Sport_Vlaanderen_Baloise_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Benjamin_Thomas_2,60,Equipe_Cycliste_Armee_de_Terre_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Romain_Guillemois,61,Direct_Energie_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Jeremy_Leveau,62,Roubaix_Lille_Metropole_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Christophe_Masson,63,WB_Veranclassic_Aqua_Protect_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Jeremy_Lecroq,64,Roubaix_Lille_Metropole_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Krister_Hagen,65,Team_Coop_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Philip_Lindau,66,Team_Coop_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Maruin_Tasset,67,AGO_Aqua_Service_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Adrian_Gonzalez,69,Euskadi_Basque_Country_-_Murias__2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Stephane_Poulhies,70,Equipe_Cycliste_Armee_de_Terre_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Joao_Matias,87,LA_Aluminios_Metalusa_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Andreas_Erland,91,Team_Sparebanken_Sor_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),William_Barta,92,Axeon_Hagens_Berman_2017
05-03-2017, 2017   »   Classica da Arrabida - Cylin'Portugal  (1.2),Christopher_Lawless,93,Axeon_Hagens_Berman_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Adriaan_Janssen,87,SEG_Racing_Academy_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Kamil_Malecki,88,CCC_Sprandi_Polkowice_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Mitchell_Mulhern,89,Delta_Cycling_Rotterdam_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Stijn_Steels,90,Sport_Vlaanderen_Baloise_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Frederik_Frison,91,Lotto_Soudal_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Jasper_Hamelink,92,Metec_-_TKH_Continental_Cyclingteam_pb_Mantel_201
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Jakub_Kaczmarek,93,CCC_Sprandi_Polkowice_2017
11-03-2017, 2017   »   Ronde van Drenthe  (1.1),Kris_Boeckmans,94,Lotto_Soudal_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Vincenzo_nibali,26,Bahrain_Merida_Pro_Cycling_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Cesare_Benedetti,27,Bora_Hansgrohe_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Alexander_Foliforov,28,Gazprom_RusVelo_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Giovanni_Carboni,29,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Tiago_Machado,30,Team_Katusha_Alpecin_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Julen_Amezqueta,31,Wilier_Triestina_Selle_Italia_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Nicola_Conci,32,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Daniel_Savini,33,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Przemyslaw_niemiec,34,UAE_Team_Emirates_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Yonder_Godoy,35,Wilier_Triestina_Selle_Italia_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Robert_Power,36,ORICA_Scott_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Francesco_Manuel_Bongiorno,37,Sangemini-MGKvis_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Marco_Bernardinetti,38,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Simone_Velasco,39,Bardiani_CSF_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Ivan_Rovny,40,Gazprom_RusVelo_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Jos_Van_Emden,1,Team_LottoNL_Jumbo_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Silvan_Dillier,2,BMC_Racing_Team_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Lasse_norman_Hansen,3,Aqua_Blue_Sport_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Jasper_De_Buyst,4,Lotto_Soudal_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Guillaume_Van_Keirsbulck,5,Wanty_Groupe_Gobert_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Jesper_Asselman,6,Roompot_Nederlandse_Loterijn_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Jens_Debusschere,7,Lotto_Soudal_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Elmar_Reinders,8,Roompot_Nederlandse_Loterijn_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Twan_Castelijns,9,Team_LottoNL_Jumbo_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Iljo_Keisse,10,Quick_Step_Floors_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Taco_Van_Der_Hoorn,11,Roompot_Nederlandse_Loterijn_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Brecht_Dhaene,12,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Bert_De_Backer,40,Team_Sunweb_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Jose_Goncalves,41,Team_Katusha_Alpecin_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Benoit_Jarrier,42,Fortuneo_Vital_Concept_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Rob_Ruijgh,43,Tarteletto_Isorex_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Viacheslav_Kuznetsov,44,Team_Katusha_Alpecin_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Arjen_Livyns,45,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Zico_Waeytens,46,Team_Sunweb_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Martijn_Budding,47,Roompot_Nederlandse_Loterijn_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Michal_Paluta,48,CCC_Sprandi_Polkowice_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Jakub_Kaczmarek,49,CCC_Sprandi_Polkowice_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Lasse_norman_Hansen,50,Aqua_Blue_Sport_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Remy_Mertz,51,Lotto_Soudal_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Andrea_Pasqualon,52,Wanty_Groupe_Gobert_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),David_Boucher,53,Pauwels_sauzen_Vastgoedservice_Continental_Team_20
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Alexandre_Pichot,54,Direct_Energie_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Erik_Sandersson,101,Team_Tre_Postnord_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Viktor_Muller,104,Team_Sauerland_NRW_pb_Henley_Partners_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Patrick_Bosman,108,Team_Hrinkow_Advarics_Cycleang_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Ferit_Samli,110,Torku_Sekerspor_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Dawid_Czubak,112,Voster_Uniwheels_Team_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Yannick_Janssen,113,Memil_Pro_Cycling_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),nikolai_Lunder,114,Memil_Pro_Cycling_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Andreas_Walzel,115,Team_Hrinkow_Advarics_Cycleang_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Rui_Emanuel_Rodrigues,103,Louletano_Hospital_de_Loule_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Oscar_Hernandez,104,Louletano_Hospital_de_Loule_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Basilio_Ramos,106,Equipo_Bolivia_2017
12-03-2017, 2017   »   Classica Aldeias do Xisto - Cylin'Portugal  (1.2),Daniel_Lopez,108,Burgos-BH__2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Bjorn_Tore_nilsen_Hoem,72,Team_Joker_Icopal_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Richard_Weinzheimer,73,Team_Lotto_Kern_Haus_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Guillaume_Delvaux,74,T.Palm_-_Pole_Continental_Wallon_2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Mikel_Bizkarra,75,Euskadi_Basque_Country_-_Murias__2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Charlie_Quarterman,76,Leopard_Pro_Cycling__2017
05-03-2017, 2017   »   52nd Grand Prix de la Ville de Lillers Souvenir Bruno Comini  (1.2),Lander_Seynaeve,77,Roubaix_Lille_Metropole_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),David_Lozano,41,Team_Novo_Nordisk_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Kanstantsin_Siutsou,42,Bahrain_Merida_Pro_Cycling_Team_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Michele_Gazzarra,43,Sangemini-MGKvis_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),nicola_Bagioli,44,Nippo_Vini_Fantini_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Fausto_Masnada,45,Androni_Giocattoli_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Ildar_Arslanov,46,Gazprom_RusVelo_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Massimo_Rosa,47,Italy_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Sergey_Lagutin,48,Gazprom_RusVelo_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Jose_Goncalves,49,Team_Katusha_Alpecin_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Davide_Ballerini,50,Androni_Giocattoli_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Ilia_Koshevoy,51,Wilier_Triestina_Selle_Italia_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Fabio_Tommassini,52,d_Amico_Utensilnord_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Marco_Canola,53,Nippo_Vini_Fantini_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Amund_Grondahl_Jansen,13,Team_LottoNL_Jumbo_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Florian_Vachon,14,Fortuneo_Vital_Concept_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Roy_Jans,15,WB_Veranclassic_Aqua_Protect_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Pim_Ligthart,16,Roompot_Nederlandse_Loterijn_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Pieter_Serry,17,Quick_Step_Floors_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Gijs_Van_Hoecke,18,Team_LottoNL_Jumbo_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Hugo_Hofstetter,19,"Cofidis,_Solutions_Credits_2017"
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Miles_Scotson,20,BMC_Racing_Team_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Brian_Van_Goethem,21,Roompot_Nederlandse_Loterijn_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Jan_willem_Van_Schip,22,Delta_Cycling_Rotterdam_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Tim_Declercq,23,Quick_Step_Floors_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Bert_Van_Lerberghe,24,Sport_Vlaanderen_Baloise_2017
05-03-2017, 2017   »   1st Dwars door West-Vlaanderen Johan Museeuw Classic  (1.1),Alexander_Porsev,25,Gazprom_RusVelo_2017
01-03-2017, 2017   »   5th Trofej Umag - Umag Trophy (1.2),nbcoureurs,164,all
01-03-2017, 2017   »   Le Samyn  (1.1),nbcoureurs,52,all
04-03-2017, 2017   »   15th Trofej Porec - Porec Trophy (1.2),nbcoureurs,143,all
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Nicolas_Marini,55,Nippo_Vini_Fantini_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Roman_Maikin,56,Gazprom_RusVelo_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Wesley_Kreder,57,Wanty_Groupe_Gobert_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Pier_Paolo_De_negri,58,Nippo_Vini_Fantini_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Antwan_Tolhoek,59,Team_LottoNL_Jumbo_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),nils_Politt,60,Team_Katusha_Alpecin_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Jonas_Koch,61,CCC_Sprandi_Polkowice_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Dries_De_Bondt,62,Verandas_Willems_Crelan_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Pieter_Vanspeybrouck,63,Wanty_Groupe_Gobert_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Johannes_Frohlinger,64,Team_Sunweb_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Igor_Boev,65,Gazprom_RusVelo_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Kamil_Malecki,66,CCC_Sprandi_Polkowice_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Guillaume_Van_Keirsbulck,67,Wanty_Groupe_Gobert_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Lennard_Kamna,68,Team_Sunweb_2017
15-03-2017, 2017   »   72nd Danilith - Nokere Koerse  (1.HC),Michael_Cools,69,Tarteletto_Isorex_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Szymon_Sajnok,116,Attaque_Team_Gusto_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Lukas_Loer,118,Dauner_DDQ-Akkon_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Ludek_Lichnovsk,122,SKC_Tufo_Prostejov_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Daniel_Westmattelmann,123,Team_Lotto_Kern_Haus_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Jan_Van_Puyvelde,124,Dauner_DDQ-Akkon_2017
05-03-2017, 2017   »   International Rhodes Grand Prix  (1.2),Elias_Angell_Spikseth,128,Team_FixIT.no_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),nicola_Gaffurini,54,Sangemini-MGKvis_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Artem_nych,55,Gazprom_RusVelo_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Edward_Ravasi,56,UAE_Team_Emirates_2017
05-03-2017, 2017   »   40th GP Industria & Artigianato  (1.HC),Daniel_Felipe_Martinez,57,Wilier_Triestina_Selle_Italia_2017
